id,Time,LOAD,ELONGATION,TIME,EXTENSION,,Stress(N/m2),Strain,,Max Stress,38088415
101, 2025-09-04 13:34:34,63.812,0,15.2,0.3163,,34777540,0.008786111,,,
102, 2025-09-04 13:34:34,64.723,0,15.3,0.346,,35274035,0.009611111,,,
103, 2025-09-04 13:34:34,65.614,0,15.6,0.346,,35759630,0.009611111,,,
104, 2025-09-04 13:34:34,66.054,0,15.7,0.346,,35999430,0.009611111,,,
105, 2025-09-04 13:34:34,66.494,0,15.8,0.3584,,36239230,0.009955556,,,
106, 2025-09-04 13:34:34,66.494,0,15.9,0.3584,,36239230,0.009955556,,,
107, 2025-09-04 13:34:34,66.935,0,15.9,0.3584,,36479575,0.009955556,,,
108, 2025-09-04 13:34:34,67.795,0,16,0.3584,,36948275,0.009955556,,,
109, 2025-09-04 13:34:35,68.216,0,16.1,0.3584,,37177720,0.009955556,,,
110, 2025-09-04 13:34:35,69.066,0,16.4,0.3584,,37640970,0.009955556,,,
111, 2025-09-04 13:34:35,69.887,0,16.6,0.3584,,38088415,0.009955556,,,
112, 2025-09-04 13:34:35,69.787,0,16.7,0.3584,,38033915,0.009955556,,,
113, 2025-09-04 13:34:35,56.106,0,16.9,0.3584,,30577770,0.009955556,,,
114, 2025-09-04 13:34:35,26.632,0,17.1,0.3724,,14514440,0.010344444,,,
