id,Time,LOAD,ELONGATION,TIME,EXTENSION,,Stress(N/m2),Strain,,Max Stress,31957710
59, 2025-09-04 13:30:52,41.994,0,9.3,0.2197,,22886730,0.006102778,,,
60, 2025-09-04 13:30:52,42.795,0,9.5,0.2197,,23323275,0.006102778,,,
61, 2025-09-04 13:30:52,43.596,0,9.7,0.2197,,23759820,0.006102778,,,
62, 2025-09-04 13:30:52,44.386,0,9.8,0.2197,,24190370,0.006102778,,,
63, 2025-09-04 13:30:52,44.777,0,9.9,0.2197,,24403465,0.006102778,,,
64, 2025-09-04 13:30:53,45.167,0,10,0.2197,,24616015,0.006102778,,,
65, 2025-09-04 13:30:53,45.167,0,10.1,0.226,,24616015,0.006277778,,,
66, 2025-09-04 13:30:53,45.557,0,10.2,0.226,,24828565,0.006277778,,,
67, 2025-09-04 13:30:53,45.958,0,10.2,0.226,,25047110,0.006277778,,,
68, 2025-09-04 13:30:53,46.838,0,10.4,0.2493,,25526710,0.006925,,,
69, 2025-09-04 13:30:53,47.829,0,10.7,0.2587,,26066805,0.007186111,,,
70, 2025-09-04 13:30:53,48.89,0,10.8,0.2587,,26645050,0.007186111,,,
71, 2025-09-04 13:30:53,49.42,0,10.9,0.2587,,26933900,0.007186111,,,
72, 2025-09-04 13:30:54,49.951,0,11,0.2587,,27223295,0.007186111,,,
73, 2025-09-04 13:30:54,50.471,0,11.1,0.2587,,27506695,0.007186111,,,
74, 2025-09-04 13:30:54,50.992,0,11.2,0.2587,,27790640,0.007186111,,,
75, 2025-09-04 13:30:54,51.512,0,11.3,0.2587,,28074040,0.007186111,,,
76, 2025-09-04 13:30:54,52.023,0,11.4,0.2587,,28352535,0.007186111,,,
77, 2025-09-04 13:30:54,52.533,0,11.5,0.2587,,28630485,0.007186111,,,
78, 2025-09-04 13:30:54,52.533,0,11.6,0.268,,28630485,0.007444444,,,
79, 2025-09-04 13:30:54,53.544,0,11.8,0.268,,29181480,0.007444444,,,
80, 2025-09-04 13:30:55,54.555,0,12,0.3039,,29732475,0.008441667,,,
81, 2025-09-04 13:30:55,56.026,0,12.2,0.3039,,30534170,0.008441667,,,
82, 2025-09-04 13:30:55,56.967,0,12.4,0.3039,,31047015,0.008441667,,,
83, 2025-09-04 13:30:55,57.887,0,12.6,0.3148,,31548415,0.008744444,,,
84, 2025-09-04 13:30:55,58.638,0,12.8,0.3148,,31957710,0.008744444,,,
85, 2025-09-04 13:30:56,48.9,0,13,0.3148,,26650500,0.008744444,,,
86, 2025-09-04 13:30:56,23.119,0,13.2,0.3148,,12599855,0.008744444,,,
